source_data_name,problem_type,difficulty,achievement_standard_code,achievement_standard_text,chapter_major,chapter_middle,chapter_minor,problem_subtype,question_text,question_with_options,question_image_bbox,answer,explanation,option_type,extraction_status,recovered_answer,answer_match,image_regions
S3_중등_2_001682,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,"다음 중 계산이 옳지 않은것은? (단, $a \neq$)","다음 중 계산이 옳지 않은것은? (단, $a \neq$) ① $\left(a^{3}\right)^{6}=a^{18}$ ② $\left(-\frac{b^{2}}{a^{3}}\right)^{3}=-\frac{b^{6}}{a^{9}}$ ③ $a^{2} \times a^{7}=a^{9}$ ④ $a^{2} \div a^{4}=\frac{1}{a^{2}}$ $a^{3} \div a^{3}=0$","[[53.38, 22.97, 467.3, 207.05]]",$a^{3} \div a^{3}=0$,$a^{3} \div a^{3}=1$,mixed_with_image,recovered,$a^{3} \div a^{3}=0$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [54.5, 58.21, 467.3, 178.21]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54.5, 58.21, 467.3, 178.21]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54.5, 58.21, 467.3, 178.21]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54.5, 58.21, 467.3, 178.21]}, {""class_name"": ""정답(이미지)"", ""bbox"": [79.94, 182.21, 181.38, 207.05]}]"
S3_중등_2_001683,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,"$m, ~n$이 자연수일 때, 다음 중 옳은 것은?","$m, ~n$이 자연수일 때, 다음 중 옳은 것은? ① $a^{m} \times a^{n}=a^{m \times n}$ ② $a^{m} \div a^{n}=a^{m \div n}$ ③ $\left(a^{m}\right)^{n}=\left(a^{n}\right)^{m}$ ④ $(a b)^{m}=a^{m}+b^{m}$ ⑤$\left(\frac{a}{b}\right)^{m}=a^{m}-b^{m}($ 단, $b \neq 0)$","[[65, 31.42, 481, 194]]",③ $\left(a^{m}\right)^{n}=\left(a^{n}\right)^{m}$,"① $a^{m} \times a^{n}=a^{m+n}$  
② $a^{m} \div a^{n}=a^{m-n}$  
④ $(a b)^{m}=a^{m} \times b^{m}$  
⑤ $\left(\frac{a}{b}\right)^{m}=a^{m} \div b^{m} \text{ (단, $b \neq 0$)}$",text,recovered,③ $\left(a^{m}\right)^{n}=\left(a^{n}\right)^{m}$,True,
S3_중등_2_001684,객관식,상,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 활용 - 도형 문제,"오른쪽 그림과 같은 밑면이 직사 각형인 사각뿔의 부피가 $4 x^{4} y^{8}$ 일 때, 사각뿔의 높이는?",부피가 $4 x^{4} y^{8}$인 사각뿔 입체도형,"[[366.5, 25.4, 533.5, 243.4]]",③ $8 x^{2} y^{3}$,$\begin{aligned}(\text { 높이 }) & =(\text { 사각뿔의 부피 }) \div\left\{\frac{1}{3} \times(\text { 밑넓이 })\right\}=4 x^{4} y^{3} \div\left\{\frac{1}{3} \times\left(\frac{1}{2} x^{2} y \times 3 y^{4}\right)\right\} \\ & =4 x^{4} y^{8} \div\left(\frac{1}{2} x^{2} y^{5}\right)=4 x^{4} y^{8} \times \frac{2}{x^{2} y^{5}}=8 x^{2} y^{3}\end{aligned}$,,,,,
S3_중등_2_001685,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 종류와 차수 판별,다음 보기의 다항식 중 이차식은 모두 몇 개인가?,ㄱ. $3 a-2 b+1$ ㄴ. $a-4 a^{2}$ ㄷ. $\frac{x^{2}}{2}+1$ ㄹ. $3\left(x^{2}-x\right)+3 x$ ㅁ. $\frac{x}{x^{3}}-2 x$ ㅂ. $2 x^{3}-2\left(x-x^{2}\right)$,"[[46.16, 50.67, 441.96, 218.35]]",② 3개,ㄱ. $3 a-2 b+1$은 일차식이다. ㅁ. $\frac{x}{x^{3}}-2 x=\frac{1}{x^{2}}-2 x$는 다항식이 아니다. ㅂ. $2 x^{3}-2\left(x-x^{2}\right)=2 x^{3}+2 x^{2}-2 x$는 이차식이 아니다.,,,,,
S3_중등_2_001686,객관식,상,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 활용 - 조건/표 문제,"다음 표에서 가로, 세로에 있는 식의 합이 모두 $3 x^{2}-6 x+6$으로 같을 때, 각 칸에 들어갈 식으로 옳은 것은?",일차방정식과 이차방정식이 한 개씩 들어있는 3X3 9칸의 표,"[[52.44, 125.44, 529.88, 255.36]]",④ $-3 x^{2}+2 x+6$,(①) $=\left(3 x^{2}-6 x+6\right)-(-x+5)-\left(-2 x^{2}+x+3\right)=5 x^{2}-6 x-2$ (③) $=\left(3 x^{2}-6 x+6\right)-(-x+5)-\left(-x^{2}\right)=4 x^{2}-5 x+1$ (④) $=\left(3 x^{2}-6 x+6\right)-\left(5 x^{2}-6 x-2\right)-\left(x^{2}-2 x+2\right)=-3 x^{2}+2 x+6$ (②) $=\left(3 x^{2}-6 x+6\right)-\left(-x^{2}\right)-\left(x^{2}-2 x+2\right)=3 x^{2}-4 x+4$ (⑤) $=\left(3 x^{2}-6 x+6\right)-\left(4 x^{2}-5 x+1\right)-\left(-3 x^{2}+2 x+6\right)=2 x^{2}-3 x-1$,,,,,
S3_중등_2_001687,객관식,중,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 활용 - 잘못 계산한 식,어떤 식에서 $3 x^{2}-x-2$를 빼어야 할 것을 잘못하여 더하였더니 $2 x^{2}+5 x$가 되었다. 이때 바르게 계산한 식은?,어떤 식에서 $3 x^{2}-x-2$를 빼어야 할 것을 잘못하여 더하였더니 $2 x^{2}+5 x$가 되었다. 이때 바르게 계산한 식은? ① $4 x^{2}-7 x+4$ ② $4 x^{2}+7 x+4$ ③ $-4 x^{2}-7 x+4$ ④ $-4 x^{2}+7 x+4$ ⑤ $-4 x^{2}-7 x-4$,"[[54, 11.42, 530, 191]]",④ $-4 x^{2}+7 x+4$,어떤 식을 $A$라고 하면 \[ \begin{array}{l} A+\left(3 x^{2}-x-2\right)=2 x^{2}+5 x \text { 에서 } \\ A=\left(2 x^{2}+5 x\right)-\left(3 x^{2}-x-2\right)=2 x^{2}+5 x-3 x^{2}+x+2=-x^{2}+6 x+2 \end{array} \] 따라서 바르게 계산한 식은 \[ -x^{2}+6 x+2-\left(3 x^{2}-x-2\right)=-x^{2}+6 x+2-3 x^{2}+x+2=-4 x^{2}+7 x+4 \],mixed_with_image,recovered,④ $-4 x^{2}+7 x+4$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [54, 91, 228, 191]}, {""class_name"": ""오답(이미지)"", ""bbox"": [287, 90, 438, 124]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54, 91, 228, 191]}, {""class_name"": ""정답(이미지)"", ""bbox"": [287, 126.42, 462, 159.42]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54, 91, 228, 191]}]"
S3_중등_2_001688,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식과 다항식의 계산 활용 - 도형 문제,"오른쪽 그림은 밑면이 직각삼각형이고, 부피가 $15 a^{2} b^{3}-3 a^{4} b$ 인 삼각 기둥이다. 밑면에서 직각을 낀 두 변의 길이가 각각 $a, 6 b$ 일 때, 이 삼각기둥의 높이를 구하시오.","밑면이 직각삼각형인 삼각 기둥이다. 밑면에서 직각을 낀 두 변의 길이가 각각 $a, 6 b$이다.","[[363.9, 19.2, 529.5, 203.2]]",$5 a b^{2}-a^{3}$,$\begin{array}{l}\text { (삼각기둥의 밑넓이) }=\frac{1}{2} \times a \times 6 b=3 a b \text { 이므로 } \\ 15 a^{2} b^{3}-3 a^{4} b=3 a b \times \text { (높이) } \\ (\text { 높이 })=\left(15 a^{2} b^{3}-3 a^{4} b\right) \div 3 a b=5 a b^{2}-a^{3}\end{array}$,,,,,
S3_중등_2_001690,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식·다항식 계산 - 대입값/계수 판단,"$a=-2, b=4$ 일 때, 다음 식의 값은?",$\frac{3 a^{2} b^{2}-a b^{3}}{a b}-b(2 a-4 b)$,"[[54.9, 71.92, 526.1, 150.32]]",⑤ 40,"$\begin{array}{l}(\text { 주어진 식 })=3 a b-b^{2}-2 a b+4 b^{2}=a b+3 b^{2} \\ a b+3 b^{2} \text { 에 } a=-2, b=4 \text { 를 대입하면 } \\ a b+3 b^{2}=(-2) \times 4+3 \times 4^{2}=-8+48=40\end{array}$",,,,,
S3_중등_2_001767,객관식,하,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,다음 중 옳은 것은?,다음 중 옳은 것은? ① $\left(2 x^{2}\right)^{3}=8 x^{5}$ ② $x^{3} \times x^{4}=x^{7}$ ③ $\frac{x^{6}}{x^{3}}=x^{2}$ ④ $\left(x^{2}\right)^{4} \div x^{2}=x^{4}$ ⑤ $\left(\frac{x}{y^{3}}\right)^{3}=\frac{x^{3}}{y^{6}}$,"[[64.99, 21.95, 465.27, 228.85]]",② $x^{3} \times x^{4}=x^{7}$,① $ \left(2 x^{2}\right)^{3}=8 x^{6} $ ③ $ \frac{x^{6}}{x^{3}}=x^{3} $ ④ $ \left(x^{2}\right)^{4} \div x^{2}=x^{8} \div x^{2}=x^{6} $ ⑤ $ \left(\frac{x}{y^{3}}\right)^{3}=\frac{x^{3}}{y^{9}} $,text,recovered,② $x^{3} \times x^{4}=x^{7}$,True,
S3_중등_2_001768,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,2. 단항식의 곱셈과 나눗셈,단항식의 곱셈과 나눗셈 - 빈칸/역산 문제,다음 $\square$ 안에 알맞은 수 중 가장 큰 것은?,다음 $\square$ 안에 알맞은 수 중 가장 큰 것은? ② $x^{3} \times \frac{1}{x^{\square}}=x$ ③ $(x \square)^{2} \times x^{2}=x^{8}$ ④ $\left(\frac{x \square}{y^{2}}\right)^{2}=\frac{x^{6}}{y^{4}}$ ⑤ $x^{8} \div x^{3} \div x \square=x^{2}$ $x^{\square} \times x=x^{6}$,"[[59, 230.42, 446.0, 453.0]]",$x^{\square} \times x=x^{6}$,"① $x^{\square} \times x=x^{6}$에서 $\square+1=6$, 즉 $\square=5$ ② $x^{3} \times \frac{1}{x^{\square}}=x$에서 $3-\square=1$, 즉 $\square=2$ ③ $(x^{\square})^{2} \times x^{2}=x^{8}$에서 $\square \times 2+2=8$, 즉 $\square=3$ ④ $\left(\frac{x^{\square}}{y^{2}}\right)^{2}=\frac{x^{6}}{y^{4}}$에서 $\square+1=6$0, 즉 $\square=3$ ⑤ $\square+1=6$2에서 $\square+1=6$3, 즉 $\square=3$ 따라서 $\square+1=6$5 안에 알맞은 수 중 가장 큰 것은 ①이다.",mixed_with_image,recovered,$x^{\square} \times x=x^{6}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [86.0, 292.0, 210.0, 331.0]}]"
S3_중등_2_001769,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,다음 중 옳지 않은 것은?,다음 중 옳지 않은 것은? ① $(-2 a)^{3} \times \frac{3}{2} a^{2} b=-12 a^{5} b$ ② $3 a^{2} b \times\left(-2 a b^{2}\right)=-6 a^{3} b^{3}$ ③ $\frac{3}{4} a^{3} b^{4} \div\left(-3 a b^{2}\right)=-\frac{1}{4} a^{2} b^{2}$ ④ $\left(-3 a b^{2}\right)^{3} \div\left(\frac{1}{2} a b\right)^{2}=-108 a b^{4}$ ⑤ $a^{6} b^{8} \div\left(-a b^{2}\right)^{2} \div\left(-a^{2} b^{4}\right)=a^{2}$,"[[52.4, 17.92, 331.44, 242.18]]",⑤ $a^{6} b^{8} \div\left(-a b^{2}\right)^{2} \div\left(-a^{2} b^{4}\right)=a^{2}$,① $(-2 a)^{4} \times \frac{3}{2} a^{2} b=\left(-8 a^{2}\right) \times \frac{3}{2} a^{t} b=-12 a^{4} b$ ② $3 a^{2} b \times\left(-2 a b^{2}\right)=-6 a^{2} b^{2}$ ③ $\frac{3}{4} a^{2} b^{4} \div\left(-3 a b^{2}\right)=\frac{3}{4} a^{2} b^{4} \times \frac{1}{-3 a b^{2}}=-\frac{1}{4} a^{2} b^{2}$ ④ $\left(-3 a b^{2}\right)^{2} \div\left(\frac{1}{2} a b\right)^{2}=\left(-27 a^{2} b^{0}\right) \div\left(\frac{1}{4} a^{2} b^{2}\right)$ \[ =\left(-27 a^{2} b^{6}\right) \times \frac{4}{a^{2} b^{2}}=-108 a b^{4} \] ⑤ \[ \begin{aligned} a^{8} b^{2} \div\left(-a b^{2}\right)^{2} \div\left(-a^{2} b^{4}\right) & =a^{8} b^{8} \div\left(a^{2} b^{4}\right) \div\left(-a^{2} b^{4}\right) \\ & =a^{2} b^{8} \times \frac{1}{a^{2} b^{4}} \times \frac{1}{-a^{2} b^{4}}=-a^{2} \end{aligned} \],mixed_with_image,recovered,⑤ $a^{6} b^{8} \div\left(-a b^{2}\right)^{2} \div\left(-a^{2} b^{4}\right)=a^{2}$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [55.47, 57.510000000000005, 331.44, 216.06]}, {""class_name"": ""오답(이미지)"", ""bbox"": [55.47, 57.510000000000005, 331.44, 216.06]}, {""class_name"": ""오답(이미지)"", ""bbox"": [55.47, 57.510000000000005, 331.44, 216.06]}, {""class_name"": ""오답(이미지)"", ""bbox"": [55.47, 57.510000000000005, 331.44, 216.06]}, {""class_name"": ""정답(이미지)"", ""bbox"": [52.4, 219.14, 320.68, 242.18]}]"
S3_중등_2_001770,객관식,상,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 활용 - 잘못 계산한 식,어떤 식에 $-x^{2}+2 x-4$를 더해야 할 것을 잘못하여 빼 었더니 $6 x^{2}+3 x-1$이 되었다. 바르게 계산한 식은?,어떤 식에 $-x^{2}+2 x-4$를 더해야 할 것을 잘못하여 빼 었더니 $6 x^{2}+3 x-1$이 되었다. 바르게 계산한 식은? ① $4 x^{2}+7 x-9$ ② $4 x^{2}+7 x+9$ ③ $4 x^{2}-7 x-9$ ④ $4 x^{2}-7 x+9$ ⑤ $-4 x^{2}+7 x-9$,"[[52.87, 24.3, 449.67, 205.33]]",① $4 x^{2}+7 x-9$,어떤 식을 $A$라고 하면 \[ \begin{array}{l} A-\left(-x^{2}+2 x-4\right)=6 x^{2}+3 x-1 \text { 에서 } \\ \begin{aligned} A & =6 x^{2}+3 x-1+\left(-x^{2}+2 x-4\right) \\ & =6 x^{2}+3 x-1-x^{2}+2 x-4 \\ & =5 x^{2}+5 x-5 \end{aligned} \end{array} \] 따라서 바르게 계산한 식은 \[ \begin{array}{l} 5 x^{2}+5 x-5+\left(-x^{2}+2 x-4\right) \\ =5 x^{2}+5 x-5-x^{2}+2 x-4 \\ =4 x^{2}+7 x-9 \end{array} \],mixed_with_image,recovered,① $4 x^{2}+7 x-9$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [53.9, 123.11, 175.24, 146.66]}, {""class_name"": ""오답(이미지)"", ""bbox"": [248.97, 120.34, 372.87, 174.1]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54.41, 150.54, 195.21, 205.33]}, {""class_name"": ""오답(이미지)"", ""bbox"": [248.97, 120.34, 372.87, 174.1]}, {""class_name"": ""오답(이미지)"", ""bbox"": [54.41, 150.54, 195.21, 205.33]}]"
S3_중등_2_001771,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,곱셈·나눗셈 혼합 계산,$\left(a^{2} b-2 a b^{2}\right) \div\left(\frac{1}{2} a\right)-b(2 a-3 b)$를 간단히 하면?,$\left(a^{2} b-2 a b^{2}\right) \div\left(\frac{1}{2} a\right)-b(2 a-3 b)$를 간단히 하면? ① $a^{2}$ ② $-a^{2}$ ③ $b^{2}$ ④ $-b^{2}$ ⑤ $a^{2}-b^{2}$,"[[62.76, 121.18, 436.88, 255.58]]",④ $-b^{2}$,$\begin{array}{l}\left(a^{2} b-2 a b^{2}\right) \div\left(\frac{1}{2} a\right)-b(2 a-3 b) \\ =\left(a^{2} b-2 a b^{2}\right) \times \frac{2}{a}-b(2 a-3 b) \\ =2 a b-4 b^{2}-2 a b+3 b^{2} \\ =-b^{2}\end{array}$,text,recovered,④ $-b^{2}$,True,
S3_중등_2_001787,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,곱셈·나눗셈 혼합 계산,다음 중 식을 간단히 한 것으로 옳지 않은 것은?,다음 중 식을 간단히 한 것으로 옳지 않은 것은? ① $4 x^{3} \times\left(-3 x^{2}\right)=-12 x^{5}$ ② $\left(-2 x^{2} y\right)^{3} \times(2 x y)^{2}=32 x^{8} y^{5}$ ③ $-6\left(x^{2}\right)^{2} \div\left(2 x^{4}\right)=-3$ ④ $16 x^{2} y \div(-4 x y)=-4 x$ ⑤ $\left(-x^{2} y^{3}\right)^{2} \div\left(\frac{1}{3} x y\right)^{2}=9 x^{2} y^{4}$,"[[77.94, 31.4, 616.14, 340.16]]",② $\left(-2 x^{2} y\right)^{3} \times(2 x y)^{2}=32 x^{8} y^{5}$,② $\left(-2 x^{2} y\right)^{3} \times(2 x y)^{2}=\left(-8 x^{6} y^{3}\right) \times 4 x^{2} y^{2}=-32 x^{8} y^{5}$ ③ $-6\left(x^{2}\right)^{2} \div\left(2 x^{4}\right)=-6 x^{4} \div\left(2 x^{4}\right)=-3$ ⑤ $\left(-x^{2} y^{3}\right)^{2} \div\left(\frac{1}{3} x y\right)^{2}=x^{4} y^{6} \times \frac{9}{x^{2} y^{2}}=9 x^{2} y^{4}$,text,recovered,② $\left(-2 x^{2} y\right)^{3} \times(2 x y)^{2}=32 x^{8} y^{5}$,True,
S3_중등_2_001788,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식·다항식 계산 - 빈칸/역산 문제,다음 중 $\square$ 안에 들어갈 식으로 알맞은 것은?,$\left(\frac{4}{5} x y\right)^{2} \times \square \div\left(\frac{3}{5} x^{3} y\right)=\frac{4}{5} y^{2}$,"[[34.75, 46.08, 350.63, 103.68]]",① $\frac{3}{4} x y$,$\begin{array}{l}\left(\frac{4}{5} x y\right)^{2} \times \square \div\left(\frac{3}{5} x^{3} y\right)=\frac{4}{5} y^{2} \\ \frac{16}{25} x^{2} y^{2} \times \square \times \frac{5}{3 x^{3} y}=\frac{4}{5} y^{2} \\ \frac{16 y}{15 x} \times \square=\frac{4}{5} y^{2} \\ \text { 따라서 } \square=\frac{4}{5} y^{2} \times \frac{15 x}{16 y}=\frac{3}{4} x y \text { 이다. }\end{array}$,,,,,
S3_중등_2_001789,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 - 괄호와 동류항 정리,$5 a-2 b+\{-3 a+b-(a-b)\}$를 간단히 하면?,$5 a-2 b+\{-3 a+b-(a-b)\}$를 간단히 하면? ① $-a$ ② $a$ ③ $a-b$ ④ $a+b$ ⑤ $2 a-b$,"[[66.6, 38.72, 621, 180.32]]",② $a$,$\begin{array}{l}5 a-2 b+\{-3 a+b-(a-b)\} \\ =5 a-2 b+(-3 a+b-a+b) \\ =5 a-2 b+(-4 a+2 b) \\ =5 a-2 b-4 a+2 b=a\end{array}$,text,recovered,② $a$,True,
S3_중등_2_001790,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 덧셈·뺄셈 활용 - 잘못 계산한 식,어떤 다항식에서 $-x^{2}-2 x+4$를 빼어야 할 것을 잘못하여 더하였더니 $4 x^{2}+x-3$이 되었다. 이때 바르게 계산하면?,어떤 다항식에서 $-x^{2}-2 x+4$를 빼어야 할 것을 잘못하여 더하였더니 $4 x^{2}+x-3$이 되었다. 이때 바르게 계산하면? ① $2 x^{2}+x-1$ ② $3 x^{2}-x+1$ ③ $4 x^{2}+x-3$ ④ $5 x^{2}+3 x-7$ ⑤ $6 x^{2}+5 x-11$,"[[62.92, 26.24, 544.2, 238.28]]",⑤ $6 x^{2}+5 x-11$,어떤 다항식을 $A$라고 하면 | 따라서 바르게 계산한 답은 | $\begin{array}{l}A+\left(-x^{2}-2 x+4\right)=4 x^{2}+x-3 \\ A=4 x^{2}+x-3-\left(-x^{2}-2 x+4\right)=5 x^{2}+3 x-7\end{array}$ | $\begin{array}{l}5 x^{2}+3 x-7-\left(-x^{2}-2 x+4\right) \\ =5 x^{2}+3 x-7+x^{2}+2 x-4=6 x^{2}+5 x-11\end{array}$,text,recovered,⑤ $6 x^{2}+5 x-11$,True,
S3_중등_2_001791,객관식,하,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식과 다항식의 곱셈 전개,$\frac{6 x^{2} y-10 x y^{2}}{2 x y}-\frac{5 y^{2}-4 y}{-y}$를 간단히 하면?,$\frac{6 x^{2} y-10 x y^{2}}{2 x y}-\frac{5 y^{2}-4 y}{-y}$를 간단히 하면? ① $3x+4$ ② $3 x - 4$ ③ $3 x + 4 y$ ④ $3x-4y$ ⑤ $3x-10y+4$,"[[62.84, 20.16, 477.56, 154.84]]",② $3 x - 4$,$\frac{6 x^{2} y-10 x y^{2}}{2 x y}-\frac{5 y^{2}-4 y}{-y}=3 x-5 y+5 y-4=3 x-4$,text,recovered,② $3 x - 4$,True,
S3_중등_2_001794,객관식,중,9수02-08,"[9수02-08] 지수법칙을 이해하고, 이를 이용하여 식을 간단히 할 수 있다.",1. 수와 식,2. 단항식의 계산,1. 지수법칙,지수법칙 - 기본 성질 판별,다음 계산 중 옳은 것은?,다음 계산 중 옳은 것은? ① $\left(x^{4}\right)^{6}=x^{10}$ ② $x^{3} \times x^{2}=x^{6}$ ③ $(2 x y)^{3}=6 x^{3} y^{3}$ ④ $x^{6} \div x^{3}=x^{2}$ ⑤ $\left(\frac{x^{3}}{y^{2}}\right)^{4}=\frac{x^{12}}{y^{8}}$,"[[80.84, 29.98, 595.09, 261.9]]",⑤ $\left(\frac{x^{3}}{y^{2}}\right)^{4}=\frac{x^{12}}{y^{8}}$,① $\left(x^{4}\right)^{6}=x^{24}$ ② $x^{3} \times x^{2}=x^{5}$ ③ $(2 x y)^{3}=8 x^{3} y^{3}$ ④ $x^{6} \div x^{3}=x^{3}$,mixed_with_image,recovered,⑤ $\left(\frac{x^{3}}{y^{2}}\right)^{4}=\frac{x^{12}}{y^{8}}$,True,"[{""class_name"": ""오답(이미지)"", ""bbox"": [80.84, 91.65, 595.09, 178.15]}, {""class_name"": ""오답(이미지)"", ""bbox"": [80.84, 91.65, 595.09, 178.15]}, {""class_name"": ""오답(이미지)"", ""bbox"": [80.84, 91.65, 595.09, 178.15]}, {""class_name"": ""오답(이미지)"", ""bbox"": [80.84, 91.65, 595.09, 178.15]}, {""class_name"": ""정답(이미지)"", ""bbox"": [85.84, 185.65, 273.34, 261.9]}]"
S3_중등_2_001795,객관식,중,9수02-10,"[9수02-10] ‘(단항식)×(다항식)’, ‘(다항식)÷(단항식)’과 같은 곱셈과 나눗셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,2. 단항식과 다항식의 곱셈과 나눗셈,단항식과 다항식의 곱셈 전개,다음 중 옳지 않은 것은?,다음 중 옳지 않은 것은? ① $(-3 x) \times 4 y=-12 x y$ ② $\frac{2}{3} x^{2} y \times\left(-6 x y^{3}\right)=-4 x^{3} y^{4}$ ③ $\ (3 x)^{2} \times(2 x)^{2}=12 x^{4}$ ④ $8 xy \div(4y)=2x$ ⑤ $12 a^{2} b \div\left(3 a b^{3}\right)=\frac{4 a}{b^{2}}$,"[[60.2, 36.42, 348.2, 293.22]]",③ $\ (3 x)^{2} \times(2 x)^{2}=12 x^{4}$,③ $(3 x)^{2} \times(2 x)^{2}=9 x^{2} \times 4 x^{2}=36 x^{4}$,mixed_with_image,recovered,③ $\ (3 x)^{2} \times(2 x)^{2}=12 x^{4}$,True,"[{""class_name"": ""정답(이미지)"", ""bbox"": [60.2, 170.02, 287.4, 199.62]}]"
S3_중등_2_001797,객관식,하,9수02-09,"[9수02-09] 다항식의 덧셈과 뺄셈의 원리를 이해하고, 그 계산을 할 수 있다.",1. 수와 식,3. 다항식의 계산,1. 다항식의 덧셈과 뺄셈,다항식의 종류와 차수 판별,다음 보기의 다항식 중 일차식을 모두 고른 것은?,<보기> ㄱ. $7-5 x$ ㄴ. $a-3 a^{2}$ ㄷ. $5 x-3 y+1$ ㄹ. $y-\frac{3 y^{2}}{2}$ ㅁ. $x^{3}-2 x^{2}+1$,"[[57.6, 73.72, 528.8, 220.52]]","② ㄱ, ㄷ",ㄱ. 일차식 ㄴ. 이차식 ㄷ. 일차식 ㄹ. 이차식 ㅁ. 삼차식,,,,,
